,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,days_from_last_review
36188,28775021,Industrial apartment in the heart of Bushwick,3180546,Monica,Brooklyn,Bushwick,40.69943,-73.93292,Entire home/apt,150,3,3,2018-12-07,0.39,1,0,213
30115,23219361,Cozy Studio near South Beach :-),59966705,Arek,Staten Island,Arrochar,40.59078,-74.07504,Entire home/apt,71,2,30,2019-06-14,1.8,1,306,24
38099,30084269,Private Large Bedroom in Brooklyn,12171344,Marta,Brooklyn,Crown Heights,40.66655,-73.95005,Private room,85,2,7,2019-07-03,0.99,2,27,5
25513,20420152,Charming Studio in Upper East Side,121141431,Juan Ignacio,Manhattan,Upper East Side,40.77265,-73.94833,Entire home/apt,115,2,6,2018-04-15,0.27,1,0,449
7492,5593205,Room Available in Fort Greene,20083880,Maryam,Brooklyn,Fort Greene,40.69701,-73.97353,Private room,45,1,1,2016-01-01,0.02,1,0,1284
35573,28242697,Times square luxury,30431292,Felix,Manhattan,Hell's Kitchen,40.76217,-73.99911,Entire home/apt,500,2,1,2018-11-24,0.13,1,179,226
10820,8335547,W Hotel Style 2 BR w/ Private Patio,1237358,David,Manhattan,East Village,40.72342,-73.98871,Entire home/apt,250,2,1,2015-09-26,0.02,1,0,1381
18764,14854453,Small room in great neighborhood,10737943,David,Manhattan,Upper East Side,40.77819,-73.94597,Private room,49,25,5,2019-06-01,0.15,10,284,37
37537,29781238,"Spacious, private room near Empire State Building",3335791,Ben,Manhattan,Kips Bay,40.74406,-73.98003,Private room,99,3,7,2019-05-22,0.93,1,0,47
18362,14420353,Private room in Prime Soho/Nolita location,6136511,Sky,Manhattan,Nolita,40.72057,-73.99462,Private room,89,12,3,2019-05-25,0.1,2,332,44
1633,742026,NOLITA&SOHO BEST LOCATION&GREAT APT,132132,Rachel,Manhattan,Nolita,40.7229,-73.99574,Entire home/apt,199,7,66,2019-06-09,0.83,1,142,29
35329,28025630,Central Park master room with private bathroom.,211678783,Judy,Manhattan,East Harlem,40.78807,-73.93988,Private room,99,1,20,2019-06-02,2.03,1,0,36
39673,30885937,"Private Bedroom in 5,000 sq ft DoBro Penthouse",79946214,Gopal,Brooklyn,Downtown Brooklyn,40.68887,-73.9829,Private room,109,1,16,2019-06-14,2.53,1,66,24
29220,22425516,Private Bedroom Near Union Square and East Village,164228532,Vivian,Manhattan,East Village,40.73277,-73.98716,Private room,92,3,104,2019-06-20,5.67,2,25,18
22833,18489366,Glamorous one bedroom apartment in Brooklyn,4775716,Foster,Brooklyn,Prospect Heights,40.67696,-73.96669,Entire home/apt,165,2,21,2019-06-29,3.73,1,146,9
46410,35233897,Private room in the Financial District!,72112652,Lauren,Manhattan,Financial District,40.70473,-74.01582,Private room,90,2,1,2019-06-23,1.0,2,5,15
16637,13309763,Large SOHO Artist Loft,75098888,Nate,Manhattan,SoHo,40.72535,-73.9966,Entire home/apt,450,2,41,2019-04-19,1.16,1,0,80
12538,9635223,Beautiful Red Brick Room,49827772,Rebecca,Brooklyn,Bedford-Stuyvesant,40.68661,-73.91944,Private room,45,2,1,2016-01-02,0.02,1,0,1283
41066,31930706,Beautiful apartment in Gravesend(Girls share room),51596474,Antony,Brooklyn,Gravesend,40.58737,-73.96882,Shared room,20,7,2,2019-04-21,0.56,12,0,78
18131,14195437,Location Enya,3250450,Petya,Queens,Jackson Heights,40.74684,-73.89252,Shared room,35,30,1,2017-10-28,0.05,18,280,618
12855,9796737,Private Room in lower east side NYC,41003664,Conor,Manhattan,Lower East Side,40.71282,-73.98448,Private room,70,9,2,2017-06-12,0.05,1,0,756
19065,15144105,Cosy room in Brooklyn Apartment,75458749,Beck,Brooklyn,Flatbush,40.64026,-73.95347,Private room,45,3,2,2016-10-19,0.06,2,0,992
32669,25716221,Spacious & minimal pre-war apartment,2736762,Emelie,Manhattan,Chelsea,40.7406,-74.00433,Entire home/apt,225,3,3,2018-10-08,0.24,1,0,273
25787,20635939,Studio Deluxe 2- Wyndham Midtown 45,145801588,Aaron,Manhattan,Midtown,40.75328,-73.97193,Private room,389,3,2,2017-10-20,0.09,4,357,626
13789,10387839,Cute 2 bed Williamsburg railroad,53477091,Elena,Brooklyn,Williamsburg,40.71436,-73.95445,Entire home/apt,100,1,5,2016-07-06,0.12,1,0,1097
3111,1844847,"Serene, Authentic Artist's Loft",1340205,Kali,Brooklyn,Bushwick,40.70714,-73.9216,Entire home/apt,201,2,8,2019-06-24,0.12,1,177,14
28864,22265765,2Br~Prime Upper east~Central park~10 Min,162280872,Izi,Manhattan,Upper East Side,40.77466,-73.94748,Entire home/apt,150,30,5,2019-06-01,0.29,13,140,37
3352,2010971,Gorgeous 1BR brownstone,4803115,Daniel,Manhattan,Harlem,40.8083,-73.9439,Entire home/apt,150,1,5,2015-08-19,0.08,1,0,1419
2985,1741622,Cozy NY-style 1BDRM Apartment UES.,652092,Art,Manhattan,Upper East Side,40.76358,-73.95895,Entire home/apt,90,80,20,2016-10-31,0.29,1,203,980
35809,28426648,Minimalist Loft  Luxury in Soho,214416012,James,Manhattan,SoHo,40.72345,-73.99943,Entire home/apt,800,2,36,2019-07-01,3.88,1,90,7
39542,30792105,Wonderful Queen Room Next to Manhattan,36732553,Miriam,Queens,Astoria,40.75616,-73.91657,Private room,60,15,3,2019-03-31,0.48,3,331,99
28735,22209583,Spacious sanctuary + private bath in hip Bedstuy,162291393,Olya,Brooklyn,Bedford-Stuyvesant,40.6834,-73.94209,Private room,98,1,26,2018-11-25,1.4,1,73,225
18066,14147107,"Spacious, Quiet 1 Bedroom in Hamilton Heights",76838000,Catherine,Manhattan,Harlem,40.83117,-73.94846,Entire home/apt,75,1,5,2018-08-26,0.14,1,0,316
3203,1913864,One Bedroom in an apartment,9745149,Idoline,Brooklyn,Crown Heights,40.67138,-73.96058,Private room,35,30,7,2019-05-04,0.15,2,318,65
18192,14244430,Amazing Duplex with Best Amenities in NYC,28514966,Lan,Manhattan,Financial District,40.70615,-74.00914,Entire home/apt,349,3,38,2019-06-26,1.08,1,72,12
9416,7221712,"Williamsburg, Brooklyn Artist Loft",92436,Yasmin,Brooklyn,Williamsburg,40.70833,-73.9564,Entire home/apt,86,7,1,2015-08-01,0.02,1,0,1437
15826,12806177,Acogedora  habitación en el corazón de Manhattan,66469868,Zoraida,Manhattan,Washington Heights,40.83344,-73.94442,Private room,65,2,46,2019-06-23,1.2,1,72,15
30461,23574142,queens get away!!,176185168,Janet,Queens,Laurelton,40.68209,-73.73662,Private room,65,1,119,2018-12-24,7.79,1,0,196
25885,20688175,"Luxurious, Spacious, Ensuite Bath, Nice Hosts too",41947929,Connie,Brooklyn,Crown Heights,40.67749,-73.94854,Private room,125,1,32,2019-06-29,1.5,2,351,9
33930,26871230,West Chelsea High Line Treasure,2304932,David,Manhattan,Chelsea,40.74443,-74.0029,Entire home/apt,300,5,10,2019-04-29,0.87,1,4,70
9350,7151565,"Bottom half of duplex, Williamsburg",37453881,Hadrien,Brooklyn,Williamsburg,40.71827,-73.94258,Private room,95,1,6,2018-10-20,0.17,1,0,261
46790,35447651,Bright Lusurious  2 BedRoom 3 BED Apartment in NY,266725339,Jake&Aden,Manhattan,Hell's Kitchen,40.76276,-73.9895,Entire home/apt,450,4,8,2019-06-21,8.0,1,66,17
20907,16555274,It is a two bedroom apartment,7229636,Ismael,Bronx,Concourse,40.8262,-73.92557,Entire home/apt,150,4,84,2019-07-03,2.87,1,93,5
377,112435,ALL ABOUT A VERY COMFORTABLE ROOM..,181376,Carol,Brooklyn,Fort Greene,40.69088,-73.97307,Private room,95,2,163,2019-05-24,1.66,2,331,45
26310,20970844,Cozy Quiet Studio in the Heart of Upper East Side,12703148,Tiffany,Manhattan,Upper East Side,40.77406,-73.94788,Entire home/apt,110,2,8,2017-12-18,0.38,1,0,567
26025,20772071,Clean room across the street from the high bridge,128692351,Nahuel,Bronx,Highbridge,40.84101,-73.92626,Private room,62,2,75,2019-06-16,3.34,5,351,22
45782,34948758,Charming and Cozy Studio Apartment!!,103628289,Kathleen,Manhattan,East Village,40.7283,-73.98589,Entire home/apt,130,3,1,2019-06-23,1.0,1,4,15
42382,32891080,Centrally  Located Beautiful Escape,242296495,Angela,Brooklyn,East Flatbush,40.64922,-73.93301,Private room,35,1,31,2019-07-05,8.02,3,66,3
39548,30793116,"Peaceful, spacious and musical!",22863358,Marisa,Manhattan,Washington Heights,40.84245,-73.93886,Private room,80,2,1,2019-05-28,0.71,1,29,41
37,11708,Cute apt in artist's home,44145,Tyrome,Brooklyn,Bushwick,40.70186,-73.92745,Entire home/apt,85,2,231,2019-06-22,1.96,2,22,16
25089,20089962,"Cozy room weekly , 35 minutes far to Manhattan",142851497,Selçuk,Brooklyn,Sheepshead Bay,40.58632,-73.95335,Private room,45,7,34,2019-05-23,1.47,1,36,46
33552,26553542,PRIME BEDSTUY LOCATION WITH A VIEW! BOOK WITH US!,104157084,Taylor,Brooklyn,Bedford-Stuyvesant,40.67854,-73.94883,Shared room,60,1,2,2018-07-15,0.17,1,342,358
21763,17497867,Private Bedroom in East Williamsburg,1923413,Steven,Brooklyn,Williamsburg,40.70772,-73.94126,Private room,60,2,18,2017-07-31,0.63,1,0,707
27887,21835336,Dreamy Brooklyn Studio in Prospect Heights with AC,22630406,Andrea,Brooklyn,Prospect Heights,40.67376,-73.96433,Entire home/apt,125,2,14,2019-06-17,0.73,1,9,21
2239,1057022,Spacious 1br East Village Apartment,5822377,Shunan,Manhattan,East Village,40.7265,-73.99,Entire home/apt,159,5,16,2018-09-27,0.25,2,0,284
28583,22148073,Nice new bedroom Near D train and Maimonides in BK,5853457,Stanley,Brooklyn,Borough Park,40.6421,-73.99732,Private room,56,1,12,2019-05-29,0.65,4,348,40
5522,4006264,Cozy Parkside 1 Bedroom Apartment,942933,David,Manhattan,Harlem,40.80489,-73.95759,Entire home/apt,115,1,1,2014-09-25,0.02,1,0,1747
5354,3866843,"Renovated, Nice 1BD Central Park",1475015,Mike,Manhattan,Upper West Side,40.76908,-73.98483,Entire home/apt,87,30,5,2019-03-16,0.1,52,365,114
40071,31113241,"5 min walk to train,2 min  walk to bus, most shop.",11082255,Hasan,Queens,Flushing,40.75644,-73.82875,Entire home/apt,200,2,1,2019-01-01,0.16,1,0,188
44224,34119451,Amazing 3BR private triplex in historic townhouse!,5173736,Yuliya,Manhattan,Gramercy,40.73499,-73.98875,Entire home/apt,1000,3,7,2019-06-10,3.09,1,286,28
11651,9063266,Sunny 1BR in Heart of Williamsburg,47275801,Eric,Brooklyn,Williamsburg,40.71256,-73.95224,Entire home/apt,250,2,1,2015-12-06,0.02,1,0,1310
14714,11634575,"Sunny, enchanting, spacious bedroom",61382075,Elena,Manhattan,Washington Heights,40.84398,-73.94064,Private room,65,4,2,2017-05-22,0.05,2,0,777
2318,1123960,Private Rm for 1 in Historic Harlem,6165258,Gita,Manhattan,Harlem,40.80815,-73.94325,Private room,70,28,16,2018-01-01,0.22,3,365,553
27070,21416483,A cozy room for the holidays in Brooklyn,155200301,Andy,Brooklyn,Bedford-Stuyvesant,40.68551,-73.9216,Private room,40,18,1,2017-12-31,0.05,2,0,554
27047,21399131,Cozy LIC Loft-Style Apt- Minutes to Manhattan,155031529,Shannon,Queens,Long Island City,40.74726,-73.94304,Entire home/apt,110,20,2,2017-11-02,0.1,1,0,613
31269,24284744,Bright & Beautiful Studio in Columbus Circle/HK!,123362684,Jacob,Manhattan,Hell's Kitchen,40.7671,-73.98744,Entire home/apt,225,1,11,2019-06-17,0.73,1,1,21
17644,13876681,Cozy Room Times Square + ALL Museums Free Pass,82096395,Sergio,Manhattan,Hell's Kitchen,40.75981,-73.99118,Private room,150,5,20,2019-01-04,0.55,1,178,185
26356,20996996,Private Bedroom and Bath,785283,Melinda,Queens,Ditmars Steinway,40.77618,-73.91741,Private room,75,2,38,2018-12-06,1.81,2,0,214
36877,29312347,6MinTrainsCozySmallRMaimonidesLutheranIndustryCity,215884830,Magdalena,Brooklyn,Sunset Park,40.65047,-74.00403,Private room,50,1,23,2019-06-30,2.63,4,327,8
1735,785508,Experience New York - A Locals Way,873273,Christian & Carla,Manhattan,Washington Heights,40.84448,-73.93978,Private room,85,2,211,2019-07-02,2.63,2,339,6
45356,34688764,COZY APARTMENT IN LUXURY BUILDING,261675838,Jordan,Brooklyn,Bushwick,40.69847,-73.92478,Entire home/apt,225,3,7,2019-06-29,4.38,1,359,9
11873,9241956,The New Downtown* 1 bdrm,23267314,Millie,Manhattan,Hell's Kitchen,40.75474,-73.99836,Entire home/apt,177,2,123,2019-06-28,2.81,2,261,10
1833,818451,Lovely studio upper east side !,4298896,Nathalie,Manhattan,Upper East Side,40.76883,-73.95353,Entire home/apt,150,6,23,2018-01-07,0.31,1,0,547
11004,8503064,Minimalistic en suite in Bushwick,17028800,Gina,Brooklyn,Bushwick,40.69856,-73.93087,Private room,90,1,1,2015-10-02,0.02,1,0,1375
6927,4963237,"DOMINIQUE'S  NYC  cosy,2 bedrm crashPad*Stay here*",310670,Vie,Bronx,Eastchester,40.87829,-73.83471,Entire home/apt,155,2,11,2019-05-19,0.29,13,348,50
14161,10887262,Kid's friendly two levels apartment with a yard,4343152,Anna,Manhattan,Harlem,40.81223,-73.94313,Entire home/apt,199,4,2,2016-10-11,0.05,1,0,1000
20217,16172895,Studio in beautiful Chelsea - close to everything!,9007993,Mary,Manhattan,Chelsea,40.74111,-73.99594,Entire home/apt,150,3,2,2017-08-13,0.08,1,0,694
40696,31570303,Worldclass Casa - JFK Master Suite w/ Prvt Bath,115136074,Tina,Queens,Springfield Gardens,40.68955,-73.74867,Private room,65,2,10,2019-06-18,2.38,3,68,20
36400,28952183,Cozy private room in spacious Brooklyn Apartment,19899115,Libby,Brooklyn,Crown Heights,40.67759,-73.9523,Private room,50,2,6,2018-12-10,0.69,2,0,210
43926,33945711,Brand New Luxury 2 Bed Condo in East Williamsburg!,256341094,David,Brooklyn,Bushwick,40.6991,-73.92917,Entire home/apt,249,6,4,2019-07-01,1.97,2,177,7
31787,24798903,Greenhouse APT,21764391,Jery & Dave,Brooklyn,Williamsburg,40.71166,-73.95739,Entire home/apt,200,3,7,2019-01-15,0.62,1,67,174
1682,763809,Mermaid Oasis in the Heart of Brooklyn,3604585,Jenny,Brooklyn,Flatbush,40.64232,-73.9572,Private room,55,3,66,2019-06-07,1.16,3,264,31
38165,30112494,"Huge, super-clean and elegant!",225971717,Natalia,Manhattan,Harlem,40.8242,-73.9537,Entire home/apt,120,2,4,2018-12-16,0.53,1,0,204
43310,33579533,Comfortable and spacious bedroom in Brooklyn,1192659,Leandro And Julia,Brooklyn,Bedford-Stuyvesant,40.68899,-73.9289,Private room,57,3,8,2019-07-04,3.81,3,9,4
360,100184,Bienvenue,526653,,Queens,Queens Village,40.72413,-73.76133,Private room,50,1,43,2019-07-08,0.45,1,88,0
33584,26571706,Sky Boasts Exquisite Studio,199808815,Dening,Manhattan,Hell's Kitchen,40.76138,-73.99945,Entire home/apt,190,2,3,2018-07-09,0.25,1,0,364
38430,30252158,Temple of DreamZzz,227165163,Glory,Brooklyn,Kensington,40.64249,-73.97559,Private room,56,3,1,2018-12-24,0.15,1,47,196
45040,34501825,Bushwick penthouse,40707667,Horacio,Brooklyn,Bushwick,40.70191,-73.91952,Private room,60,1,12,2019-07-04,5.9,1,27,4
29172,22394214,Cozy Apartment in Williamsburg,6757221,Athina,Brooklyn,Williamsburg,40.70912,-73.94813,Entire home/apt,120,6,1,2019-01-02,0.16,2,0,187
42680,33133321,Majestic Mansion LifeStyle :),74373729,Shah,Queens,Bayside,40.77811,-73.77069,Entire home/apt,2600,6,3,2019-05-30,1.73,1,362,39
30722,23766156,TheBlueHouse. EntireHome. BabyGrand. FreeParking.,178266385,Megan,Brooklyn,Cypress Hills,40.68012,-73.89338,Entire home/apt,800,1,3,2018-08-15,0.21,1,362,327
17872,13999916,Amazing Private room in LIC minutes to Manhattan,25537819,Joelle,Queens,Long Island City,40.74612,-73.94247,Private room,88,1,11,2016-08-25,0.3,2,0,1047
8158,6291454,Spacious & Sunny Williamsburg Apt,20565470,Branden,Brooklyn,Williamsburg,40.71859,-73.95598,Entire home/apt,140,3,2,2015-06-18,0.04,1,0,1481
3080,1818820,Urban Cottage in Williamsburg BK,9524360,Michael,Brooklyn,Williamsburg,40.71618,-73.94189,Entire home/apt,193,3,164,2019-06-30,2.39,2,256,8
25260,20205958,Full-Service Junior Suite in Midtown Manhattan,143908925,Sarah,Manhattan,Midtown,40.76549,-73.98166,Entire home/apt,399,3,1,2018-12-03,0.14,1,0,217
24381,19625292,Artist's loft / Room / Greenpoint,138052282,Alican,Brooklyn,Greenpoint,40.72842,-73.9421,Private room,43,4,4,2019-06-26,0.34,1,3,12
29210,22419249,SPACIOUS BROOKLYN STUDIO NEAR MUSEUM,10556923,Chris,Brooklyn,Crown Heights,40.67719,-73.95471,Entire home/apt,110,4,15,2019-05-28,0.83,1,13,41
33375,26365747,SuperHost 1 block to  Times Square NYC City Center,109040481,Julian,Manhattan,Hell's Kitchen,40.75825,-73.98982,Private room,125,1,54,2019-06-19,4.34,1,341,19
43886,33930406,Absolutely Beautiful!,20851517,Maggie,Manhattan,Hell's Kitchen,40.76597,-73.9893,Private room,98,6,2,2019-05-14,0.97,3,4,55
35883,28493404,Brand new Loft 2 blocks away from train w/ parking,117027456,Madeleine,Brooklyn,East New York,40.67001,-73.88339,Entire home/apt,90,1,34,2019-06-30,4.1,1,122,8
28638,22174923,Sunny Apartment in Trendy Bushwick,23257217,Laura,Brooklyn,Bushwick,40.70579,-73.9185,Entire home/apt,89,2,3,2019-05-28,0.77,1,25,41
11182,8662997,2 BEDROOM IN WILLIAMSBURG MINUTES FROM MANHATTAN,45468039,Kevin,Brooklyn,Williamsburg,40.71871,-73.95862,Entire home/apt,285,2,53,2019-05-26,1.2,1,13,43
17288,13666116,Private Room in Morningside Heights,79459633,Andrew,Manhattan,Morningside Heights,40.80442,-73.96362,Private room,90,2,8,2017-09-11,0.22,1,0,665
38876,30425770,Queens Corner Lot,128580688,-TheQueensCornerLot,Queens,Queens Village,40.70524,-73.73349,Entire home/apt,150,1,51,2019-07-07,7.43,1,248,1
25090,20090389,Studio at Central Park North with fast/easy travel everywhere in NYC!,142855897,Lydia,Manhattan,East Harlem,40.79496,-73.94882,Entire home/apt,150,4,7,2018-09-30,0.56,1,0,281
32590,25550429,"NEW Listing! Sunny, spacious, Park Slope apt.",17714108,Ali & Guillaume,Brooklyn,Park Slope,40.67787,-73.98169,Entire home/apt,129,5,8,2019-05-25,0.61,1,0,44
5495,3973944,Ground & Rejuvenate PR Williamsburg,1401835,Danielle,Brooklyn,Williamsburg,40.70974,-73.95612,Private room,89,2,30,2019-05-26,0.52,3,219,43
23166,18753406,Large King size bed private entrance 5 mins to NYC,51459559,Rossana,Queens,Astoria,40.75777,-73.91577,Private room,69,5,17,2018-06-03,0.65,2,208,400
964,385190,"Beautiful 1 bdrm, Inwood Manhattan",1928213,Brace,Manhattan,Inwood,40.87039,-73.91611,Private room,100,1,20,2019-06-06,0.28,1,0,32
9525,7319791,Cozy  room at trendy Lower east side,19195540,Dor,Manhattan,Lower East Side,40.71894,-73.99205,Private room,120,3,86,2019-06-06,1.82,3,99,32
17300,13669064,perfect Location! studio!best value!Sleeps3,2119276,Host,Manhattan,Kips Bay,40.73969,-73.98445,Entire home/apt,175,30,5,2017-12-19,0.14,39,283,566
22896,18550111,LORIMER L TRAIN 5 minutes to the city,118378908,Jose,Brooklyn,Williamsburg,40.71493,-73.94861,Private room,65,1,2,2019-01-01,0.09,6,272,188
42103,32695204,Beautiful  1 bedroom house near Verrazano bridge,144653854,Natalya,Staten Island,Arrochar,40.59809,-74.0656,Entire home/apt,150,2,12,2019-07-01,3.79,1,85,7
23564,19069381,Amazing room in Upper Manhattan,22455812,Alessandro,Manhattan,Harlem,40.80729,-73.94763,Private room,100,2,1,2017-07-04,0.04,1,0,734
5934,4340609,Gorgeous 2BR XL Loft @ Habitat 101,7503643,Vida,Brooklyn,Greenpoint,40.72603,-73.94147,Entire home/apt,199,30,5,2018-03-24,0.09,52,339,471
21116,16751874,COZY  PRIVATE APARTMENT-HOUSE W/ EXTRA MEDIA ROOM,111134635,Vilena,Queens,Jamaica,40.66893,-73.77144,Private room,65,3,1,2017-05-13,0.04,1,362,786
33506,26497309,Sun Drenched One Bedroom in the East Village,40594187,Christina,Manhattan,East Village,40.72256,-73.9848,Entire home/apt,150,3,6,2018-11-25,0.48,1,4,225
19523,15598303,Cozy Bedroom in cute Clinton Hill brownstone apt!,15055897,Heather,Brooklyn,Clinton Hill,40.69043,-73.96736,Private room,75,2,1,2016-10-24,0.03,2,0,987
28462,22081741,Large Sun-filled room in beautiful brownstone home,2738676,Sarah,Brooklyn,Bedford-Stuyvesant,40.68748,-73.93048,Private room,65,5,2,2018-09-01,0.1,1,0,310
21518,17223109,Cute Chelsea Apartment - 1 BR - Amazing Location!,10160214,Mario,Manhattan,Chelsea,40.73977,-73.99938,Entire home/apt,190,12,5,2019-06-06,0.5,1,32,32
36105,28692911,Private One Bedroom Apartment,12166742,Yizak,Brooklyn,Flatlands,40.62515,-73.94409,Entire home/apt,85,1,21,2019-07-05,2.26,1,82,3
8543,6572570,Charming Private Entrance — 30 Min to Manhattan!,16139880,Ksenia & Masha,Brooklyn,Bedford-Stuyvesant,40.677,-73.91677,Private room,78,3,108,2019-05-30,2.17,6,158,39
33757,26753081,Trendy Nabe Bunk for travelers,201015598,Anchor,Brooklyn,Bedford-Stuyvesant,40.69124,-73.93911,Shared room,21,1,35,2019-06-20,2.92,17,78,18
48006,36034580,Cozy Apartment in the Historic Village of FiDi!,32990881,Alicia,Manhattan,Financial District,40.70328,-74.01099,Entire home/apt,180,2,2,2019-06-30,2.0,1,295,8
20360,16259441,#1 Ideal Williamsburg Stay -1 block from Lorimer L,46660053,Ploy,Brooklyn,Williamsburg,40.71311,-73.95332,Private room,70,2,52,2019-06-20,1.7,3,62,18
26862,21298453,A) Cozy Private Suite WiFi Laundry JFK Airport,154128335,Joseph,Queens,Jamaica,40.69933,-73.81436,Private room,50,2,49,2019-07-02,2.37,4,108,6
17769,13941308,"# CENTRAL PARK - 3 stops away (32""TV room)",82921914,G. Matthew,Manhattan,Harlem,40.81922,-73.95276,Private room,69,2,121,2019-06-30,3.44,3,65,8
6678,4804228,Kosher Upper West Side Studio Apt,24750076,Chaz,Manhattan,Upper West Side,40.79331,-73.97537,Entire home/apt,149,4,15,2019-04-27,0.3,1,0,72
42777,33216433,The Shambhala House,70393914,Danalee,Brooklyn,East Flatbush,40.64627,-73.92014,Private room,58,2,2,2019-07-07,2.0,1,126,1
